N,Book,Author,Description,Genres,Avg_Rating,Num_Ratings,URL
9705,"You're Okay, It's Just a Bruise: A Doctor's Sideline Secrets About Pro Football's Most Outrageous Team",MD Robert Huizenga,"The dramatic, hilarious, and controversial insider's look at what really happens on the sidelines and in the locker rooms of the NFL. Hired by the Los Angeles Raiders in 1983 as the team internist, Rob Huizenga worked on the sidelines and in the locker room of every game. That first year was the epitome of Raiders football-- the silver-and-black team of renegades steamrolled opponents and defeated the Washington Redskins in the Super Bowl. For nearly ten years, Huizenga lived in the real NFL trenches, a battlefield atmosphere where getting hurt and partying hard was the name of the game. Jam-packed with close-up anecdotes about football's warriors, this book * The mind games and methods of mysterious Raiders owner Al Davis* The truth about drug and steroid use in the NFL* The pressure on players to perform even when threatened by serious injury* Harrowing and hilarious true stories about the side of football fans never see* The wild life and tragic death of Lyle Alzado","['Sports', 'Football', 'Nonfiction', 'Autobiography']",4.13,236,https://www.goodreads.com/book/show/215119.You_re_Okay_It_s_Just_a_Bruise
9706,You Are Not Alone Our Loved Ones Are Here…You’re Just Not Listening,Sydney Sherman,,['Nonfiction'],4.45,22,https://www.goodreads.com/book/show/16282333-you-are-not-alone-our-loved-ones-are-here-you-re-just-not-listening
9707,Happiness Lost,R.L.  Wallace,"Disenchanted author Harry Sinclaire is completely out of ideas. No one, including himself, thinks he can deliver his next book. His agent has just given him a deadline. His fans don't believe in him in anymore. Despite all the pressure, his haunting past clings to him, allowing nothing or no one to inspire him. Not even moving back to his hometown of Wilmington, North Carolina can bring him back to the person he was when he wrote his first novel. Harry's miserable world is disrupted when Anika, his best friend's fiancée, moves in with him and brings her own complications and secrets. Suddenly, this woman he loathes is inspiring the book he desperately needs. As damaging as it would be to write a book around his best friend's fiancée, Harry is running low on time and options.",[],4.22,9,https://www.goodreads.com/book/show/18586360-happiness-lost
9708,Johnny Get Your Gun,Monroe H. Rosenfeld,Digital Sheet Music of Johnny Get Your GunComposed by: Monroe H. Rosenfeld,['History'],3.94,120,https://www.goodreads.com/book/show/8683808-johnny-get-your-gun
9709,Lexi's Legacy - The Saga Continues,Rick H. Veal,"Lexi’s Legacy, a contemporary adventure romance set in Charleston, SC and Savannah, GA., is the second book in the continuing saga of The Master of Whitehall. After being diagnosed with terminal cancer, Lexi discovers an unexpected cure from an unlikely source and two best friends become eternal friends. Lexi tells her tale of life, lost and found, relating her experiences as she leaves behind her human life and begins her journey into a new immortal life.She recounts the changes that take place as she enters a supernatural world she never knew existed, joining Katelyn and James at Whitehall Plantation.Lexi has much to learn about her new world as she grows and matures into the life of a vampire. Join her as she takes you on an adventure of life changing proportions. Let her tell you about how her life changes, about love … found … lost … and found again.Lexi’s Legacy is an exciting and enjoyable adventure in the on-going epic of The Master of Whitehall.Please check out the first book of the saga The Master of Whitehall to read all about the beginning of the story, then visit the webpage www.themasterofwhitehall.com",[],4.65,37,https://www.goodreads.com/book/show/18176624-lexi-s-legacy---the-saga-continues
9710,The Complete Illustrated Book of Yoga,Vishnu-Devananda,"Considered the world's foremost authority on the ancient science of hatha yoga, Swami Vishnudevananda clearly explains even the most esoteric concepts of yogic discipline to make this book the most widely respected handbook for the study and practice of yoga. Illustrated.","['Health', 'Nonfiction', 'Reference', 'Collections', 'Spirituality', 'Philosophy']",4.18,306,https://www.goodreads.com/book/show/1199024.The_Complete_Illustrated_Book_of_Yoga
9711,Treason: Liberal Treachery from the Cold War to the War on Terrorism,Ann Coulter,"“Liberals’ loyalty to the United States is off-limits as a subject of political debate. Why is the relative patriotism of the two parties the only issue that is out of bounds for rational discussion?”In a stunning follow-up to her number one bestseller Slander , leading conservative pundit Ann Coulter contends that liberals have been wrong on every foreign policy issue, from the fight against Communism at home and abroad, the Nixon and the Clinton presidencies, and the struggle with the Soviet empire right up to today’s war on terrorism. “Liberals have a preternatural gift for always striking a position on the side of treason,” says Coulter. “Everyone says liberals love America, too. No, they don’t.” From Truman to Kennedy to Carter to Clinton, America has contained, appeased, and retreated, often sacrificing America’s best interests and security. With the fate of the world in the balance, liberals should leave the defense of the nation to conservatives.Reexamining the sixty-year history of the Cold War and beyond—including the career of Senator Joseph McCarthy, the Whittaker Chambers–Alger Hiss affair, Ronald Reagan’s challenge to Mikhail Gorbachev to “tear down this wall,” the Gulf War, and our present war on terrorism—Coulter reveals how liberals have been horribly wrong in all their political analyses and policy prescriptions. McCarthy, exonerated by the Venona Papers if not before, was basically right about Soviet agents working for the U.S. government. Hiss turned out to be a high-ranking Soviet spy (who consulted Roosevelt at Yalta). Reagan, ridiculed throughout his presidency, ended up winning the Cold War. And George W. Bush, also an object of ridicule, has performed exceptionally in responding to America’s newest threats at home and abroad.Coulter, who in Slander exposed a liberal bias in today’s media, also examines how history, especially in the latter half of the twentieth century, has been written by liberals and, therefore, distorted by their perspective. Far from being irrelevant today, her clearheaded and piercing view of what we’ve been through informs us perfectly for challenges today and in the future.With Slander , Ann Coulter became the most recognized and talked-about conservative intellectual of the year. Treason , in many ways an even more controversial and prescient book, will ignite impassioned political debate at one of the most crucial moments in our history.","['Politics', 'Nonfiction', 'History', 'Humor', 'Audiobook', 'Comedy', 'Philosophy']",3.60,"2,605",https://www.goodreads.com/book/show/85791.Treason
9712,Path of Power: The First Great Misfortune,H.O. De Jonge,"The Aien Mountains surround the mighty city of Angelia. Evil Prince Cain returns to the city after his exile, intent on taking revenge upon his aged father and taking the crown which his sister, Maria, currently holds.To save him from danger, Maria's son, the young Prince Alexander, is taken to live at sea after her brother's evil destroys the city. For fourteen years he is sworn to secrecy about his identity.Magic reigns in the kingdom, and elves and trolls can be found alongside sub-human creatures named Cevarions. On Alexander's nineteenth birthday, he re-enters the magical kingdom. Can he right the wrongs of Angelia and save the kingdom from his evil uncle? Only time will tell...",[],4.88,17,https://www.goodreads.com/book/show/18366092-path-of-power
9713,Fairytales for Wilde Girls,Allyse Near,"A deliciously dark bubblegum-gothic fairytale from a stunning new Australian talent.‘He's gone the same way as those little birds that bothered me with their awful songs! And you will too, you and your horrible heart-music, because you won't stay out of my woods!'There's a dead girl in a birdcage in the woods. That's not unusual. Isola Wilde sees a lot of things other people don't. But when the girl appears at Isola's window, her every word a threat, Isola needs help.Her real-life friends – Grape, James and new boy Edgar – make her forget for a while. And her brother-princes – the mermaids, faeries and magical creatures seemingly lifted from the pages of the French fairytales Isola idolises – will protect her with all the fierce love they possess.It may not be enough.Isola needs to uncover the truth behind the dead girl's demise and appease her enraged spirit, before the ghost steals Isola's last breath.","['Fantasy', 'Young Adult', 'Fairy Tales', 'Fiction', 'Paranormal', 'Romance', 'Gothic']",4.18,"1,101",https://www.goodreads.com/book/show/16120434-fairytales-for-wilde-girls
9714,The Reluctant Cowboy,Elizabeth A. Garcia,"This is a story about a young cowboy named Jed Peterson. It's a tale set in West Texas about being lost and being found, saving and being saved. It's about bull riding and horse training. It's about being different, being tough but at the same time, gentle; and it's about staying true to ourselves. but more than anything, this tale is about the enduring power of love.","['M M Romance', 'LGBT', 'Westerns']",4.30,50,https://www.goodreads.com/book/show/18522981-the-reluctant-cowboy
9715,The Vicar of Wakefield,Oliver Goldsmith,"Oliver Goldsmith's hugely successful novel of 1766 remained for generations one of the most highly regarded and beloved works of eighteenth-century fiction. It depicts the fall and rise of the Primrose family, presided over by the benevolent vicar, the narrator of a fairy-tale plot of impersonation and deception, the abduction of a beautiful heroine and the machinations of an aristocratic villain. By turns comic and sentimental, the novel's popularity owes much to its recognizable depiction of domestic life and loving family relationships.New to this edition is an introduction by Robert L. Mack that examines the reasons for the novels enduring popularity, as well as the critical debates over whether it is a straightforward novel of sentiment or a satire on the social and economic inequalities of the period and the very literary conventions and morality it seems to embody. This edition also includes a new, up-to-date bibliography and expanded notes, and contains reprints of Arthur Friedman's authoritative Oxford English Novels text of the corrected first edition of 1766.","['Classics', 'Fiction', '18th Century', 'Literature', 'Historical Fiction', 'British Literature', 'Novels']",3.47,"9,888",https://www.goodreads.com/book/show/112510.The_Vicar_of_Wakefield
9716,Dos velas para el diablo,Laura Gallego García,"Hoy día, ya nadie cree en los ángeles. Sin embargo, hay gente que sí cree en los demonios. Pero los ángeles existen y han existido siempre. ¿Qué cómo lo sé? Porque mi padre era uno de ellos. El problema es que, cuando los ángeles te dan la espalda, ¿en quién puedes confiar?","['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Spanish Literature', 'Angels', 'Fiction']",4.05,"7,916",https://www.goodreads.com/book/show/3418880-dos-velas-para-el-diablo
9717,Fundamental Error: A Katla KillFile,Martyn V. Halm,"Assassin Katla is hired by a client whose brother is planning a terrorist attack...The Fundamental Error KillFile (9,800 words) follows freelance assassin Katla Sieltjes on her most dangerous assignment yet. When Peter Brandt watches his brother Roel convert to Islam and turn into a domestic terrorist, Katla needs to enter into the mind of a fanatic suicide bomber in order to thwart a mass-murder attack in the shopping mecca of Amsterdam.The Katla KillFile short stories chronologically precede the novels in the Amsterdam Assassin Series. Each KillFile features Katla Sieltjes, expert in disguising homicide, executing one of her contracts. While not mandatory reading, each KillFile provides insight both in Katla’s work methods and skill, and additional background information in her character and personal history. The KillFiles can be read out of order, as the contracts are random samples from Katla’s past.",[],3.83,46,https://www.goodreads.com/book/show/18297047-fundamental-error
9718,A Season of War,David J. Capen,,[],4.50,2,https://www.goodreads.com/book/show/18634627-a-season-of-war
9719,Dawn of the Knight I - Xeltian Invitation,Steven M. Vincent,"In the spring of 220 Minores, the world of Xeltia brought its black army to bear down upon the kingdoms of mankind. Led by the Corrupter and her Knight, they sought the Collapse - a fate worse than death, encompassing all and never to be undone.Yet as the three kings united and the true knights arose, the onslaught was met on the eastern plains of Rolace. Many lives were ended, kingdoms shattered, but in the end the terrible evil was driven away. An era of flourishing peace would follow, which men called the Dawn.But decades would pass, and this would become legend. True knights would fade, and the Corrupter would return, once again seeking the Collapse. Her Xeltian Knight would pit the hearts of man against his brothers using their anger, greed, and lust. There would be no united resistance this time... Only a boy seeking to fulfill a promise.",['Fantasy'],4.58,12,https://www.goodreads.com/book/show/17250780-dawn-of-the-knight-i---xeltian-invitation
9720,"I,Legal in the U.S.A. - a memoir",Alejandra Campos,"Autobiographical account of a young Hispanic woman meeting difficult challenges early in life. Her decision to move to the United States takes her to some unexpected places and decisions as she seeks out the American Dream. Along the way Alejandra points out the reasons she has encountered for people to decide to come to the States. She also makes a surprising personal decision that will cause you to think about your own life changing decisions. Read this for a new perspective on immigration - legal and illegal, discrimination, life dreams and goals, and sacrifice for future rewards. Two editions are available: Full-Color and Black & White. Being distributed on Amazon.com",[],0.00,0,https://www.goodreads.com/book/show/18462053-i-legal-in-the-u-s-a---a-memoir
9721,Where They Bury You,Steven W. Kohlhagen,"In August 1863, during Kit Carson’s roundup of the Navajo, Santa Fe’s Marshal is found dead in an arroyo near what is now the Hubbel Trading Post. The murder, and the roughly million of today’s dollars in cash and belongings in his saddlebags, is historically factual. Carson’s actual explanation is implausible.Who did kill Carson’s “brave and lamented” Major? The answer is revealed in this tale of a group of con artists operating in 1861-1863 in the New Mexico and Arizona Territories. As a matter of historical fact, millions of today’s dollars were embezzled from the Army, the Church, and the New Mexico Territory during this time. In this fictionalized version, the group includes a Santa Fe poker dealer with a checkered past claiming to fall in love with one of her co- conspirators, and the historically accurate duo of the Marshal of Santa Fe and the aide de camp of the Territories’ Commanding General. It is an epic tale of murder and mystery, of staggering thefts, of love and deceit.Both a Western and a Civil War novel, this murder mystery occurs in and among Cochise’s Chiricahua Apache Wars, the Navajo depredations and wars, Indian Agent Kit Carson’s return from retirement, and the Civil War. The story follows the con artists, some historical, some fictional, during their poker games, scams, love affairs, and bank robberies, right into that arroyo deep in Navajo country.","['Historical Fiction', 'Westerns', 'Fiction', 'Mystery']",3.30,92,https://www.goodreads.com/book/show/17720136-where-they-bury-you
9722,The Windgate (The School of Ministry #1),Braxton A. Cosby,"TO CHOOSE, IS FATE! When Ziv is recruited by the secret society known as The Sect, he finds himself cast into a perilous journey of identity, love, and hope. As a Conduit, Ziv possess the ability to see creatures of the night: demons. The Sect trains him along with two other trainees to be warriors of light and confront the challenges of the treacherous Quad, in order to control their fear and hone their abilities. As an untimely love triangle emerges, Ziv must control his emotions and chase down the evil Akabod before he can destroy The Windgate and banish the entire planet into enslavement by the underworld.","['Young Adult', 'Christian', 'Adult']",4.23,43,https://www.goodreads.com/book/show/18372391-the-windgate
9723,Charms on a Woman's Waist,Aihebholo-oria Okonoboh,"African intellects will not open their mouths without a proverb. This handbook is a door to the world of African philosophy.Fondly call a new look of proverbs, this collection aimed at sharpening readers' word power as there is a clear perception of meaning in manner of imagery presentation. The publishers have benefited from the opinions of students and language experts. New ground is broken through application of these views. In addition, readers will have no problem associating proverbs herein with everyday situations because of the simple language style.Interestingly, this edition does not contain proverbs previously published in any collection anywhere. No doubt our readers will be fascinated as they explore this brand new collection.Much consideration is given also to the fact that readers of proverbs should be able to understand the meaning of a proverb in order to see its value. To this end, diligent effort is made to explain the meaning of each proverb or to disclose situations in which it could be used. Nonetheless, the fact remains that in nature a proverb has more than one meaning. So, we do not presume to have exhausted the meaning and usage of proverbs in this collection.It is sincerely hoped that the words of our readers will be empowered through the choice of making it a companion, ""Charms On A Woman's Waist.""",[],2.00,1,https://www.goodreads.com/book/show/17668137-charms-on-a-woman-s-waist
9724,Delta the Dancing Elephant: A Memoir,K.A. Monroe,"Delta’s story is told in the first person narrative coercing the reader to anthropomorphize, to empathize, and to put themselves in her shoes, so to speak. An Asian elephant whose family was killed in the late 1920’s, she takes you through seven decades in the life of an individual who is normally not thought of twice: a performing elephant.  Throughout the account are hints of time and history sugar coated by music. Character names are hybrids of real-life noted elephants and elephant-noted people, presenting the reader with a challenge to see and think beyond mere words. From the same children’s book author who was compelled to pen Tyke and the Elephant Angel, this fictitious memoir is designed for young adults and up. It may seem like 'Black Beauty' (Anna Sewell) meets 'Forrest Gump' (Winston Groom) with a twist of 'love story within a bigger story' formula.",[],3.82,11,https://www.goodreads.com/book/show/18272910-delta-the-dancing-elephant
9725,Jejak Langkah,Pramoedya Ananta Toer,"Kehadiran roman sejarah ini, bukan saja dimaksudkan untuk mengisi sebuah episode berbangsa yang berada di titik persalinan yang pelik dan menentukan, namun juga mengisi isu kesusastraan yang sangat minim menggarap periode pelik ini. Karena itu hadirnya roman ini memberi bacaan alternatif kepada kita untuk melihat jalan dan gelombang sejarah secara lain dan dari sisinya yang berbeda.Tetralogi ini dibagi dalam format empat buku. Pembagian ini bisa juga kita artikan sebagai pembelahan pergerakan yang hadir dalam beberapa periode. Dan roman ketiga ini, Jejak Langkah, adalah fase pengorganisasian perlawanan.Minke memobilisasi segala daya untuk melawan bercokolnya kekuasaan Hindia yang sudah berabad-abad umurnya. Namun Minke tak pilih perlawanan bersenjata. Ia memilih jalan jurnalistik dengan membuat sebanyak-banyaknya bacaan Pribumi. Yang paling terkenal tentu saja Medan Prijaji.Dengan koran ini, Minke berseru-seru kepada rakyat Pribumi tiga hal: meningkatkan boikot, berorganisasi, dan menghapuskan kebudayaan feodalistik. Sekaligus lewat langkah jurnalistik, Minke berseru-seru: ""Didiklah rakyat dengan organisasi dan didiklah penguasa dengan perlawanan"".","['Fiction', 'Novels', 'Indonesian Literature', 'Historical Fiction', 'Literature', 'Classics', 'Asia']",4.38,"5,755",https://www.goodreads.com/book/show/1398066.Jejak_Langkah
9726,Pigs Can't Swim: A Memoir,Helen Peppe,"Finalist for the 2014 New England Book Awards in Non-FictionAn outrageous, hilarious, and touching memoir by the youngest of nine children in a hardscrabble, beyond-eccentric Maine family. With everything happening on Helen Peppe’s backwoods Maine farm, life was wild--and not just for the animals. Sibling rivalry, rock-bottom poverty, feral male chauvinism, sex in the hayloft: everything seemed--and was--out of control. In telling her wayward family tale, Peppe manages deadpan humor, an unerring eye for the absurd, and poignant compassion for her utterly overwhelmed parents. While her feisty resilience and candor will inevitably remind readers of Jeannette Walls or Mary Karr, Peppe's wry insight and moments of tenderness with family and animals are entirely her own. As Richard Hoffman, the author of Half the House: A Memoir puts it: ""Pigs Can't Swim is an unruly, joyous troublemaker of a book."" ","['Memoir', 'Nonfiction', 'Biography Memoir', 'Biography', 'Autobiography', 'Coming Of Age', 'Animals']",3.85,375,https://www.goodreads.com/book/show/17836514-pigs-can-t-swim
9727,"Returning The Gift: Dialogues On Being At Peace Within Ourselves And The World, with Eckhart Tolle, Adyashanti, Timothy Wilson and Laura Waters Hinson",Steven Donoso,"Returning The Gift is an inspiring quartet of dialogues On Being at Peace Within Ourselves and the World, with:Eckhart Tolle, author of the #1 New York Times bestseller The Power of Now, on Living in the Present MomentAdyashanti, spiritual author and Oprah Super Soul Sunday guest on Awakening to Your True NatureLaura Waters Hinson, filmmaker and director of the documentary As We Forgive, on Forgiveness and Reconciliation in RwandaTimothy Wilson, former director of the Seeds Of Peace International Camp in Maine which works with teens from opposing sides in war-torn conflicts, on The Enemy Has a FaceIn Returning the Gift, Eckhart Tolle and Adyashanti bring an inner perspective to being at peace within ourselves and how that peace is reflected in the world. Tim Wilson and Laura waters Hinson bring their perspective of working in the world with individuals who have been “at war” with one another. The work of Seeds of Peace that Wilson relates and the experiences that Hinson shares from the reconciliation process in Rwanda are breakthroughs in letting go of blaming and hatred, releasing into a vibrant living peace beyond that which we imagine possible.",[],4.30,30,https://www.goodreads.com/book/show/18516032-returning-the-gift
9728,"Cheaper Than Therapy: How To Forgive and Overcome Anger, Anxiety, Fear and Stress",Mykey Robinson,"Sticks and stones may break your bones, but WORDS WILL OFTEN HURT YOU. Just because you can’t see a bone sticking out doesn’t mean you’re not hurt. An untended emotional wound still festers. Do you want to forgive but can’t seem to? Do you know you have hurts from your past but can’t put your finger on it? Using Mykey’s technique, you’ll not only be able to identify the who, what, how and when, but also maximize your chance of getting entirely free of it.If you've been hurt by people you love(d), or if trusting sometimes makes you fearful and anxious, this book is for you. Everyone has challenges – whether it be families, friends or lovers. Forgiveness is the life skill we need to get through them. With the help of this book and the people you love, you’ll be able to. Cheaper Than Therapy is a simple, entertaining guide on how to forgive for all beliefs and backgrounds. Written in the Self Help/Pop Psychology genre, it is a quirky take on the process of forgiving - for people who have tried it, (perhaps even done counseling) but can’t quite seem to put their finger on what the problem is, or how to solve it. Instead of looking at depressing horror stories, the book is filled with stories of everyday people - packed with humor, practical tips, simple illustrations and exercises. Cheaper Than Therapy applies quantitative research to a qualitative problem of the heart, with spectacular results. Forgiving is an art form - there are no guaranteed, “secret” formulas that work for everyone, but just like art, the more you practice the better you get. You can go from kindergarten finger painter to Leonardo DaVinci’s prodigy with enough practice"". Based on real psychological findings, it not only provides deeply insightful observations about how the human heart works, it gives you a practical, step-by-step way of doing it. It truly is an invaluable manual for real life conflict situations.Essentially, forgiveness is a means to an end, not an end in itself. If the whole point were to forgive, it wouldn’t really give us much incentive. But there are massive benefits that come with real forgiveness. If we can forgive, we have the chance to gain access to these benefits. If we can forgive, we will be able to trust again. If we can trust again, we open ourselves up to the chance of loving again. The giving and receiving of love is essential for us to live full lives, without which we may feel broken, hurt, alienated or all three. The belief that makes a person say “I’m unlovable” (or the many variations thereof) is the most common cause of brokenness today.The Book is divided into 3 sections:Section 1: What Is Forgiveness and Why Should We Do It?In the first section we’ll look at what forgiveness is, and why we need to do it. In Chapters 1 and 2, we clarify what forgiveness is, and set some clear goals and definitions of what it looks like when we succeed. In Chapter 3 we focus on finding a motivation to forgive. Having a clear motivation is the most important element in forgiving, without which, we’re just fooling ourselves. In Chapter 4, we look at the difference between our hearts and heads, and how we need to get them working together.Section 2: How To ForgiveChapters 5, 6 and 7 lay out a practical step-by-step forgiveness process. We look at how people owe us “debts”, and what to do to get rid of these permanently. We look at how underlying assumptions sometimes need to be altered for us to learn how to trust again, and the different relationship types our lives that owe us different types of debts. We then go through a simple step by step guide that allows us to pinpoint and cancel these debts.Section 3: How To ReconcileIn Chapter 8, we look at how we often need to assess the risks of reconciling with a person, types of abuse, how to tell whether they’re genuinely repentant, and the factors to consider when seeking justice. In Chapters 9 and 10, we look at how to approach people to seek reconciliation and how to increase our chances of success if and when we want it to happen.","['Self Help', 'Nonfiction']",4.35,20,https://www.goodreads.com/book/show/17926832-cheaper-than-therapy
9729,How to get out of this world alive,Alain Forget,"How to Get Out of this World Alive is an unique synthesis of psychology, philosophy, mysticism and metaphysics. It provides practical tools for the reader who wants to be truly alive at all levels. Techniques developed and tested over 30 years are clearly set out to help you shift from making losing choices to winning ones. Life loves you and wants you to evolve. This books tells you how.","['Philosophy', 'Self Help', 'Nonfiction']",4.14,36,https://www.goodreads.com/book/show/15869795-how-to-get-out-of-this-world-alive
9730,شئ سيبقى بيننا,فاروق جويدة,شعر,"['Poetry', 'Literature', 'Love', 'Romance', 'Fiction', 'Plays']",3.88,"2,484",https://www.goodreads.com/book/show/18046101
9731,The Early Tales of Snow and Oakham,Philip Chavanne,"A rite of passage, an adventure saga, and a redemption tale wrapped into one. ""Snow and Oakham"" is a story told across five continents: paying visit to a world of orphans and villains, heroes and slaves, cannibals and saints - all seen through the eyes of two brothers thrust into an adventure for the ages. When they are told that their birthright is buried in the Wild West End orphans Henry Snow and Jack Oakham set out to discover where they came from. And thus begins a journey to answer questions at the heart of every man. A saga about fathers and sons and the cost of forgiveness, ""The Early Tales of Snow and Oakham is, '... An important, sprawling work with a lion's share of tenderness. It is proof that rip-roaring adventure is alive and well.'"" Socratic VenturesThe Early Tales of Snow and Oakham is the first novel by Philip Chavanne, who traveled for seven years to collect the stories in this book. Alongside his wife and his two daughters he manages a ranch in the Texas Hill Country.",[],4.73,51,https://www.goodreads.com/book/show/18669590-the-early-tales-of-snow-and-oakham
9732,Mattius The Martian Hunter and The Silver Box Rick Zubrycki,Rick Zubrycki,"What would you do if you were the son of the last great Martian Hunter? You'd save the world from the Martians that are robbing children of their souls, that's what. You probably wouldn't do it with a broken down dog, a faded comic book hero, a lumbering ex-con man-child, two intergalactic seniors and a mysterious silver box left to you by your deceased father. Then again, you're not Mattius.",[],3.60,5,https://www.goodreads.com/book/show/16148561-mattius-the-martian-hunter-and-the-silver-box-rick-zubrycki
9733,Illuminating Gracie,Lisa C. Temple,"As an old woman's lifeless body lies on a cold stone floor, her soul stands before an angel who offers her a miraculous opportunity: the chance to do it all again. But that is easier said than done. In order to change the path her life has taken, she must put aside years of self-loathing and pain, so she can help the young girl she once was become the woman she should have been. At 17 years old, Grace Bennett is a bitter young woman. Though blessed with a loving family, looks and brains to spare, she hides her light under a bushel, spending most of her time in the darkness of her mind with little more than sarcasm and self-pity to keep her company.But things are about to change for Grace. While delivering food for her family's bed and breakfast, she turns onto a desolate dirt road and drives straight into her destiny.It's on this isolated country lane that the damaged girl meets a strangely familiar old couple and two mysterious young men. Together the group fights the demons that surround Grace, and they teach her what it means to let her light shine.""Illuminating Gracie"" is, at once, a metaphorical tale of the fight between good and evil and a spiritual saga of one girl's journey from darkness into the light. If you liked ""Twilight"" and ""The Hunger Games,"" you will love the story of Gracie.","['Fantasy', 'Young Adult', 'Paranormal', 'Supernatural', 'Fiction', 'Angels']",4.01,91,https://www.goodreads.com/book/show/18087897-illuminating-gracie
9734,Charles and Edward: A Modern Day Pretty Woman,Beau Garçon De La Nuit,"A tale of true love. When two souls meet on a chance encounter, they didn't know that it would be a day that would change both of their lives for ever. Set in the modern day in the years leading up to the Olympics and the Diamond Jubilee of 2012, this is a very modern love story with a unusual twist. Across the class divide that separates the extremely wealthy from the common man in modern day England two men meet and form a most unlikely bond. True love has no barriers and can strike anyone anywhere when they least expect it. Once felt it will stop you in your tracks and all you will be able to think about is the object of your affections. Edward is a humble young man from south London, born into a poverty stricken and mixed up family with no hope of a good future. With a disappearing single mother addicted to drugs, abused as a child. Adopted at a young age due to a traumatic childhood, trying hard to make a better life for himself anyway he possible can. Dreaming of a future with infinite possibilities where dreams can come true if you wish hard enough. One day he meets his knight in shinning armour, a member of the British aristocracy who comes into his life and turns it around to become the stuff dreams are made of. A chance encounter leading to a lasting love affair that will change his life for ever. Set in London amidst the hustle and bustle of Mayfair, St James, Knightsbridge, Belgravia. Edward finds himself whisked up into a world beyond his imagining. The best restaurants and finest hotels in London are a big part of his new life. No more Butlins in Skegness for Edward as he starts to be taken to, New York, Paris, Amsterdam Italy and the South of France. Places he had only seen in magazines now become his holiday destinations. From the glamour of the upper east side in New York, to the sheer luxury of Provence in the South of France, to the beauty of southern Italy in Positano, Ravello and Capri, he starts to live the life he had always dreamed about. Will events change Edward? Can he remain the humble young man he was when his affair with a member of the British aristocracy starts? Or will he become changed by getting caught up in all the glamour and luxury and lose himself amongst the finer things in life? All is revealed in this love story that crosses the class divide. A Belle De Jour meets Pretty Woman for the 21st century. Like the love letters between Prince Edward and Wallace Simpson before they become the Duke and Duchess of Kent mixed in with Diary Of A Manhattan Call Girl. A tale with a message and underlying morality. Can you really have everything you want without paying a price? Is it really worth it to gain the world if you lose yourself and the morals you have been brought up with? Sometimes laugh out loud funny, other times heart rendering, sad, uplifting, light hearted, fun, at turns even very sobering with a interwoven message of morals and staying true to oneself. Not just a story with out meaning, as you read you will find yourself vividly imagining what you would do and encouraging Edward to be true to his word and himself. When sometimes enough is never enough and the more you have the more you want, life has a way of teaching you the lessons you need to learn.","['M M Romance', 'Romance']",2.78,27,https://www.goodreads.com/book/show/18690439-charles-and-edward
9735,Sundown Towns: A Hidden Dimension of American Racism,James W. Loewen,"Bestselling author of Lies My Teacher Told Me , James W. Loewen, exposes the secret communities and hotbeds of racial injustice that sprung up throughout the twentieth century unnoticed, forcing us to reexamine race relations in the United States.In this groundbreaking work, bestselling sociologist James W. Loewen, author of the national bestseller Lies My Teacher Told Me , brings to light decades of hidden racial exclusion in America. In a provocative, sweeping analysis of American residential patterns, Loewen uncovers the thousands of “sundown towns”—almost exclusively white towns where it was an unspoken rule that blacks could not live there—that cropped up throughout the twentieth century, most of them located outside of the South. These towns used everything from legal formalities to violence to create homogenous Caucasian communities—and their existence has gone unexamined until now. For the first time, Loewen takes a long, hard look at the history, sociology, and continued existence of these towns, contributing an essential new chapter to the study of American race relations.Sundown Towns combines personal narrative, history, and analysis to create a readable picture of this previously unknown American institution all written with Loewen’s trademark honesty and thoroughness.","['History', 'Nonfiction', 'Race', 'Sociology', 'American History', 'Social Justice', 'Politics']",4.27,"1,702",https://www.goodreads.com/book/show/52444.Sundown_Towns
9736,Returns and Exchanges,Yuri Kruman,"Five young New Yorkers brought together on the verge of greatness - by the chance of fate - do battle to transcend through pangs of city grit and pleasures, to achieve. Helen, a modern woman caught between professions, men and fears has a stark choice to make. Jacob, a violin prodigy, frantically writes a symphony to win his love and prove himself. Conrad, ambitious Texan in New York, catches a break beyond his wildest dreams, with just one caveat. A childhood sin he can't expunge takes playboy-at-his-peak Lisandro from dream life to damning nightmare, half a world away. Senator's son and journalist Aidan risks everything to grab the story that will make him great. In the dark heart of Africa, against the Russian winter and the heel of influence, in the East-West bazaar of choice and genius mind of Jacob Frenkel, the mettle of a generation will be forged.",[],3.73,15,https://www.goodreads.com/book/show/18710830-returns-and-exchanges
